Country,1.4.1_SP_ACS_BSRVH2O__ALLAREA__2019,1.4.1_SP_ACS_BSRVH2O__ALLAREA__Delta,1.4.1_SP_ACS_BSRVSAN__ALLAREA__2019,1.4.1_SP_ACS_BSRVSAN__ALLAREA__Delta,3.2.1_SH_DYN_IMRT_FEMALE__<1Y_2019,3.2.1_SH_DYN_IMRT_FEMALE__<1Y_Delta,3.2.1_SH_DYN_IMRT_BOTHSEX__<1Y_2019,3.2.1_SH_DYN_IMRT_BOTHSEX__<1Y_Delta,3.2.1_SH_DYN_IMRT_MALE__<1Y_2019,3.2.1_SH_DYN_IMRT_MALE__<1Y_Delta,3.2.1_SH_DYN_IMRTN_BOTHSEX__<1Y_2019,3.2.1_SH_DYN_IMRTN_BOTHSEX__<1Y_Delta,3.2.1_SH_DYN_IMRTN_FEMALE__<1Y_2019,3.2.1_SH_DYN_IMRTN_FEMALE__<1Y_Delta,3.2.1_SH_DYN_IMRTN_MALE__<1Y_2019,3.2.1_SH_DYN_IMRTN_MALE__<1Y_Delta,3.2.1_SH_DYN_MORT_MALE__<5Y_2019,3.2.1_SH_DYN_MORT_MALE__<5Y_Delta,3.2.1_SH_DYN_MORT_BOTHSEX__<5Y_2019,3.2.1_SH_DYN_MORT_BOTHSEX__<5Y_Delta,3.2.1_SH_DYN_MORT_FEMALE__<5Y_2019,3.2.1_SH_DYN_MORT_FEMALE__<5Y_Delta,3.2.1_SH_DYN_MORTN_BOTHSEX__<5Y_2019,3.2.1_SH_DYN_MORTN_BOTHSEX__<5Y_Delta,3.2.1_SH_DYN_MORTN_MALE__<5Y_2019,3.2.1_SH_DYN_MORTN_MALE__<5Y_Delta,3.2.1_SH_DYN_MORTN_FEMALE__<5Y_2019,3.2.1_SH_DYN_MORTN_FEMALE__<5Y_Delta,3.2.2_SH_DYN_NMRT_BOTHSEX__<1M_2019,3.2.2_SH_DYN_NMRT_BOTHSEX__<1M_Delta,3.2.2_SH_DYN_NMRTN_BOTHSEX__<1M_2019,3.2.2_SH_DYN_NMRTN_BOTHSEX__<1M_Delta,3.3.2_SH_TBS_INCD____2019,3.3.2_SH_TBS_INCD____Delta,6.2.1_SH_SAN_DEFECT__ALLAREA__2019,6.2.1_SH_SAN_DEFECT__ALLAREA__Delta,6.6.1_EN_LKRV_PWAC____2019,6.6.1_EN_LKRV_PWAC____Delta,6.6.1_EN_LKRV_PWAN____2019,6.6.1_EN_LKRV_PWAN____Delta,6.6.1_EN_LKRV_PWAP____2019,6.6.1_EN_LKRV_PWAP____Delta,6.6.1_EN_LKRV_SWAC____2019,6.6.1_EN_LKRV_SWAC____Delta,6.6.1_EN_LKRV_SWAN____2019,6.6.1_EN_LKRV_SWAN____Delta,6.6.1_EN_LKRV_SWAP____2019,6.6.1_EN_LKRV_SWAP____Delta,6.6.1_EN_RSRV_MNWAN____2019,6.6.1_EN_RSRV_MNWAN____Delta,6.6.1_EN_RSRV_MNWAP____2019,6.6.1_EN_RSRV_MNWAP____Delta,6.6.1_EN_RSRV_MXWAN____2019,6.6.1_EN_RSRV_MXWAN____Delta,6.6.1_EN_RSRV_MXWAP____2019,6.6.1_EN_RSRV_MXWAP____Delta,7.1.1_EG_ACS_ELEC__ALLAREA__2019,7.1.1_EG_ACS_ELEC__ALLAREA__Delta,7.1.1_EG_ACS_ELEC__URBAN__2019,7.1.1_EG_ACS_ELEC__URBAN__Delta,7.2.1_EG_FEC_RNEW____2019,7.2.1_EG_FEC_RNEW____Delta,7.3.1_EG_EGY_PRIM____2019,7.3.1_EG_EGY_PRIM____Delta,8.1.1_NY_GDP_PCAP____2019,8.1.1_NY_GDP_PCAP____Delta,8.4.2_EN_MAT_DOMCMPC____2019,8.4.2_EN_MAT_DOMCMPC____Delta,8.4.2_EN_MAT_DOMCMPG____2019,8.4.2_EN_MAT_DOMCMPG____Delta,8.4.2_EN_MAT_DOMCMPT____2019,8.4.2_EN_MAT_DOMCMPT____Delta,9.2.1_NV_IND_MANF____2019,9.2.1_NV_IND_MANF____Delta,9.2.1_NV_IND_MANF_CD____2019,9.2.1_NV_IND_MANF_CD____Delta,9.2.1_NV_IND_MANFPC____2019,9.2.1_NV_IND_MANFPC____Delta,10.7.4_SM_POP_REFG_OR____2019,10.7.4_SM_POP_REFG_OR____Delta,10.a.1_TM_TRF_ZERO____2019,10.a.1_TM_TRF_ZERO____Delta,11.6.2_EN_ATM_PM25__URBAN__2019,11.6.2_EN_ATM_PM25__URBAN__Delta,11.6.2_EN_ATM_PM25__ALLAREA__2019,11.6.2_EN_ATM_PM25__ALLAREA__Delta,11.6.2_EN_ATM_PM25__TSUB__2019,11.6.2_EN_ATM_PM25__TSUB__Delta,11.6.2_EN_ATM_PM25__RURAL__2019,11.6.2_EN_ATM_PM25__RURAL__Delta,15.1.1_AG_LND_FRST____2019,15.1.1_AG_LND_FRST____Delta,15.1.1_AG_LND_FRSTN____2019,15.1.1_AG_LND_FRSTN____Delta,15.1.1_AG_LND_TOTL____2019,15.1.1_AG_LND_TOTL____Delta,15.1.2_ER_PTD_TERR____2019,15.1.2_ER_PTD_TERR____Delta,15.2.1_AG_LND_FRSTBIOPHA____2019,15.2.1_AG_LND_FRSTBIOPHA____Delta,15.2.1_AG_LND_FRSTCERT____2019,15.2.1_AG_LND_FRSTCERT____Delta,15.5.1_ER_RSK_LST____2019,15.5.1_ER_RSK_LST____Delta,15.6.1_ER_CBD_ORSPGRFA____2019,15.6.1_ER_CBD_ORSPGRFA____Delta,15.6.1_ER_CBD_PTYPGRFA____2019,15.6.1_ER_CBD_PTYPGRFA____Delta,15.6.1_ER_CBD_SMTA____2019,15.6.1_ER_CBD_SMTA____Delta,17.11.1_TX_EXP_GBMRCH____2019,17.11.1_TX_EXP_GBMRCH____Delta,17.11.1_TX_IMP_GBMRCH____2019,17.11.1_TX_IMP_GBMRCH____Delta,17.12.1_TM_TAX_DMFN____2019,17.12.1_TM_TAX_DMFN____Delta,17.12.1_TM_TAX_DPRF____2019,17.12.1_TM_TAX_DPRF____Delta,17.13.1_NY_GDP_MKTP_KD_ZG____2019,17.13.1_NY_GDP_MKTP_KD_ZG____Delta,17.13.1_PA_NUS_ATLS____2019,17.13.1_PA_NUS_ATLS____Delta,17.13.1_TG_VAL_TOTL_GD_ZS____2019,17.13.1_TG_VAL_TOTL_GD_ZS____Delta,17.3.1_GF_FRN_FDI____2019,17.3.1_GF_FRN_FDI____Delta,Required Imputes,Percent Imputed,Population Index,Population,Class Label
Bosnia and Herzegovina,96.1237,-0.00947,76.8657368,0.513841436,4.6,-0.1,5.1,-0.1,5.6,-0.1,154,-7,67,-3,87,-4,6.5,-0.1,5.9,-0.1,5.3,-0.1,179,-8,101,-5,78,-3,4.3,-0.1,128,-8,27,2,6.901644629,-0.358239371,7.00348,0.98547,102.83415,0.94707,0.00201,2.00E-05,28.46434,0.44219,103.67642,0.35686,0.00202,0,101.22219,-0.0716,0.00198,0,116.96274,0.31875,0.00228,0,100,0,100,0,36.84,1.48,6.15,-0.39,4.04,-0.92,4.712686,0.064144,0.860546,-0.022556,15837975.79,32338.10786,11.95,-0.33,12.94,-0.29,654.49,8.15,493.10058,-5.98622,70.05616333,-1.681856667,29.67038,-6.55285,26.19402,-5.82238,28.30796,-6.29131,23.90133,-5.34845,42.73,0,2187.91,0,5120,0,28.99242,0,156.36,0,1768.07,113.61,0.89972,4.00E-05,0,0,0,0,2,0,0.0346,-0.00214,0.05771,-0.00097,4.431071429,0.034694286,2.86882,0.038392857,2.831,-0.90907,1.7471,0.0901,87.79615,-5.40865,341.55184,-239.83121,4,0.031746032,137,3233527,1
Botswana,92.2214,0.88873,79.75169,1.23779,26.8,-1,29.9,-1,32.8,-1.2,1849,-54,817,-25,1032,-29,41.1,-1.3,37.7,-1.3,34,-1.3,2326,-63,1290,-33,1036,-30,19.2,-0.7,1190,-41,253,-22,6.49544,-0.62582,202.74951,-18.70335,315.77899,-19.50828,0.00056,-3.00E-05,69.48311,16.61948,4669.23328,457.86407,0.00824,0.00081,78.15458,6.35097,0.00014,0.00001,99.86493,7.583,0.00018,0.00002,70.1,1.8,88,2.5,25.74,0.63,2.92,-0.34,1.04,-1.04,3.355009444,-0.134811667,0.464176111,-0.022261111,7728945.487,-137345.034,6.41,0.09,6.1,-0.05,415.84,10.15,9.03411,-2.63723,91.332795,-5.349615,14.42467,-0.21545,12.8184,-0.12869,13.90313,-0.17809,12.5098,-0.11197,27.13,-0.2,15373,-118.3,56673,0,51.08786,0,155.25,0,0,0,0.97567,0,0,0,0,0,22,1,0.02754,-0.00609,0.03394,0.00212,12.01248667,0.013918333,2.76882,0.001756667,3.0326,-1.15723,10.7559,0.5559,70.67591,-4.95276,93.60713,-192.34793,0,0,144,2630296,0
Belize,98.40055,0.00126,88.1985,0.01408,9.6,-0.5,10.6,-0.6,11.5,-0.7,81,-8,36,-3,45,-5,13.4,-0.7,12.3,-0.7,11.1,-0.7,94,-9,52,-6,42,-3,8.2,-0.5,60,-9,27,-3,0.56892,0.00041,0.97737,0.64094,309.03363,1.96155,0.01355,9.00E-05,7.33167,-5.65371,269.56874,-14.19956,0.01182,-0.00062,4.13423,0.38201,0.00018,0.00002,7.68369,0.04934,0.00034,0.00001,92.7,1,98.5,0.6,30.43,-5.1,6.21,0.43,2.6,3.43,2.576756667,-0.082545556,0.559118333,-0.008702222,1005839.96,-12861.67972,7.28,-0.21,6.59,0.02,430,-0.96,18.59877,0.97452,65.00505333,-4.972370952,10.44292,-0.42773,10.50946,-0.39095,10.43803,-0.42323,10.51453,-0.38814,56.48,-0.48,1288.21,-11.16,2281,0,43.26193,0,211,0,197.12,0,0.77258,-0.00095,0,0,0,0,15,3,0.00224,-7.00E-05,0.0051,0.00027,11.78756667,3.616888333,2.400741667,0.814666667,4.50205,3.3986,2,0,58.39023,-2.4737,93.91024,-24.36531,0,0,178,405273,0
Solomon Islands,67.1538,0.14754,34.49241,0.26408,15.5,-0.5,17.1,-0.6,18.6,-0.6,353,-9,155,-3,198,-6,21.8,-0.7,20,-0.7,18.2,-0.6,412,-11,231,-7,181,-4,8.1,-0.3,168,-4,66,-7,45.03782,-0.24742,595.05938,111.89247,125.24347,20.16202,0.00447,0.00072,9.45745,-54.28245,25.75623,-12.7731,0.00092,-0.00046,0,0,0,0,0,0,0,0,69.4,3.6,75,2.1,48.36,-0.28,4.26,-0.02,-0.62,-0.93,1.574612222,0.245026667,0.839473889,0.140339444,1054708.569,186680.019,9.17,-0.13,10.35,0.18,202.07,-4.27,4.97854,0.03192,79.61275,18.10172,8.69793,-0.15745,7.8289,-0.11898,8.37546,-0.14954,7.63907,-0.11208,90.16,-0.03,2523.7,-0.73,2799,0,4.59928,0.03626,111.99,5.42,39.35,-0.06,0.76182,-0.00299,0,0,0,0,7,0,0.00242,-0.00049,0.00305,2.00E-05,7.202314,-0.046232,3.125318,-5.00E-05,1.74951,-0.99649,8.1734,0.2209,64.91041,-7.51391,32.80862,7.97041,0,0,167,724273,0
Myanmar,78.90934,1.823,73.16532,0.47428,31.9,-1.1,35.8,-1.2,39.6,-1.2,33471,-1275,14416,-561,19055,-714,49,-1.7,44.8,-1.6,40.4,-1.6,41910,-1727,23617,-938,18293,-789,22.6,-0.6,21232,-607,322,-16,7.1536,-0.15692,15.38413,3.48862,2969.8815,89.79404,0.00455,0.00014,30.8066,2.04247,11006.54482,171.8609,0.01686,0.00026,660.17404,23.17011,0.00101,3.00E-05,1124.09667,29.9271,0.00172,4.00E-05,68.3,2.2,92.6,0.5,58.89,-0.96,3.7,-0.25,2.44,-3.54,0.667865,-0.335622222,0.457520556,-0.245359444,36095013.26,-17800583.53,23.85,0.36,25.54,0.78,355.77,13.74,1982.9298,-137.81067,75.07876286,4.051717143,27.75418,1.08379,27.16498,1.12238,27.57868,1.14629,26.8922,1.13843,44.18,-0.44,28833.6,-289.71,65270,0,22.19152,0,125.57,-0.03,0,0,0.80067,-0.00307,0,0,1,0,278,13,0.09465,0.00967,0.09612,-0.00143,8.118268,0.274396,5.926256,0.043296,6.75046,0.34548,1532.197,150.2723,53.25501,-0.28307,2508.877,-383.042,0,0,27,54179306,1
Burundi,62.09432,0.6337,45.74528,-0.04076,35.4,-1.3,40,-1.3,44.4,-1.5,16994,-466,7452,-205,9542,-261,61.5,-2.5,56.7,-2.4,51.7,-2.3,24239,-975,13300,-515,10939,-460,21.3,-0.6,9184,-98,107,-4,1.46171,-0.07961,0.09475,-0.01076,1943.37643,-0.20896,0.07568,0,50.63448,9.92224,18.15088,1.19559,0.00071,0.00005,0,0,0,0,0,0,0,0,9.8,0.3,60.8,1,84.84,-0.81,7.62,-0.09,1.11,-1.1,0.309471667,-0.006686667,1.14161,-0.008763889,3568394.375,35214.39784,10.44,-0.38,12.73,-0.53,29.13,-0.73,3063.17827,-146.5363,74.009864,-4.64677,28.37594,0.01916,27.99587,0.01418,27.98342,0.00679,26.30518,-0.01429,10.89,0,279.64,0,2568,0,47.42805,0,119.38,0,0,0,0.89118,-1.00E-05,0,0,1,0,100,2,0.00095,0.00003,0.00459,0.00059,3.695448,-0.004586,1.933194,6.20E-05,1.81257,0.20263,2157.7899,122.3638,41.41247,4.83522,1.04496,1.04496,0,0,78,12889577,0
Cambodia,75.33672,0.94235,66.95742,3.27725,20.2,-0.8,23,-0.9,25.7,-0.9,7603,-399,3248,-177,4355,-222,29.8,-1.1,26.8,-1,23.6,-0.9,8893,-456,5069,-257,3824,-199,13.8,-0.6,4543,-258,287,-21,21.59958,-3.39984,2.04144,2.06199,3388.91264,68.48095,0.0192,0.00039,-17.90333,0.38463,10828.14571,50.72957,0.06134,0.00029,46.32799,3.54886,0.00026,0.00002,144.42854,38.83822,0.00082,0.00022,84,3.3,96.9,-2.5,53.05,-5.1,4.85,0.27,5.85,-0.29,1.175716111,0.045096667,0.816338333,-0.010333889,19383498.93,1011175.036,16.15,-0.05,16.28,-0.07,236.61,12.4,73.49647,-1.75451,62.17843167,0.98794,18.34848,0.61987,17.80251,0.64193,17.30193,0.61413,17.42911,0.65396,46.59,-0.88,8224.06,-155.69,17652,0,54.53527,1.66564,69.3,0,7.9,0,0.78889,-0.00219,0,0,1,0,60,5,0.07797,0.013,0.10487,0.01663,8.848336667,0.034416667,3.25304,0.020143333,7.05411,-0.41506,4061.149,9.9821,129.58579,6.72521,3661.92792,454.34092,0,0,73,16767842,1
Cameroon,67.99048,0.47512,42.40086,0.25036,44.7,-1.3,50.1,-1.4,55.2,-1.5,46045,-762,20272,-355,25773,-407,81.1,-2.6,75.1,-2.6,68.8,-2.5,68152,-1303,37383,-644,30769,-659,26.8,-0.6,24926,-284,179,-7,4.74272,-0.17308,0.35536,-2.69448,844.55425,-22.67585,0.00179,-4.00E-05,68.70419,5.51518,961.74293,31.44075,0.00203,6.00E-05,840.82934,22.89174,0.00178,5.00E-05,1660.30671,74.58008,0.00351,0.00016,63.2,1,93.1,3.1,78.79,0.22,4.24,-0.09,0.64,-0.48,0.690015556,0.006506111,0.493321111,-0.001239444,17855122.02,619574.6628,14.14,-0.32,12.83,-0.86,205.47,-3.41,252.79573,75.67257,64.52512857,8.366865714,61.63141,-1.31764,56.36692,-1.43801,60.51539,-1.75297,53.31345,-1.5455,43.15,-0.12,20396.48,-56,47271,0,35.4839,0,265.05,0,341.71,-70.27,0.83869,8.00E-05,1,0,1,0,82,4,0.02148,0.00203,0.03239,0.00385,4.036388571,0.142887143,1.034048571,0.019214286,3.47506,-0.48045,585.911,30.4645,26.08456,2.42158,1026.91533,265.36578,0,0,53,27914537,1
Cabo Verde,88.59087,0.62902,78.82496,2.10123,11.6,-0.7,12.9,-0.8,14.1,-0.9,130,-13,58,-5,72,-8,16.3,-1.1,15,-0.9,13.6,-0.8,153,-13,85,-7,68,-6,9.3,-0.5,94,-6,46,0,12.30004,-1.86609,-34.73792,-3.41657,6.43582,-0.33692,0.0016,-0.00008,155.62466,31.36132,22.24366,2.72897,0.00552,0.00068,0,0,0,0,0,0,0,0,91.4,1.2,93.5,0.4,22.41,-0.72,2.42,-0.08,4.6,1.21,1.030717778,-0.024703333,0.296093889,-0.020686111,566828.9101,-7071.238465,6.41,-0.15,6.64,-0.1,212.81,4.89,1.72431,-0.01743,70.242116,-7.106612,32.62875,-0.13773,31.08072,-0.11485,32.35413,-0.16165,27.36214,-0.03085,11.27,0.07,45.42,0.3,403,0,12.02789,0,95,0,0,0,0.90555,0.00019,0,0,0,0,0,0,0.00032,-0.00007,0.00411,-1.00E-05,6.481304,0.006268,1.471668,0.015096,5.66775,1.13659,98.4952,5.0816,43.29298,-2.06677,103.23255,-9.03389,0,0,172,593150,0
Central African Republic,38.21227,-1.01528,14.48198,-0.36586,70.8,-1.5,78.6,-1.7,86.1,-1.9,16822,39,7469,16,9353,23,112.8,-3,105.9,-2.9,98.7,-2.9,22396,-160,12125,-68,10271,-92,32.8,-0.4,7192,77,540,0,25.0918,0.0638,3.68126,0.77656,442.86502,3.317,0.00071,0,31.74154,-0.71891,413.76899,-2.25794,0.00066,-0.00001,0,0,0,0,0,0,0,0,14.3,-0.3,32.1,-0.1,91.26,-0.16,8.38,-0.18,0.71,-1.08,0.638000556,-0.001024444,1.526758889,-0.021724444,3027424.794,45495.1591,18.32,-0.16,18.68,0.55,69.73,-0.12,10372.89249,74.67974,62.546175,13.78313,32.17288,-1.34464,27.19802,-1.05254,26.6619,-0.81938,25.45795,-0.95643,35.85,-0.05,22333,-30,62298,0,74.23701,0,217.09,0,0,0,0.93599,4.00E-05,0,0,1,0,1,0,0.00078,-0.00006,0.00312,6.00E-05,4.559676,-0.000472,1.848736,3.60E-05,3.1,-0.68944,585.911,30.4645,33.76399,-0.90541,25.60116,7.59762,0,0,117,5579144,0
Chile,100,0,100,0,5.6,-0.2,6.1,-0.2,6.6,-0.3,1364,-39,612,-17,752,-22,7.7,-0.3,7.1,-0.3,6.5,-0.3,1599,-52,882,-29,717,-23,4.7,-0.1,1049,-26,18,0,0,0,0.47746,0.05988,11079.84501,6.6034,0.0149,1.00E-05,33.95559,6.95682,1635.49511,84.93744,0.0022,0.00011,211.23439,9.77225,0.00028,1.00E-05,290.17167,7.97766,0.00039,1.00E-05,100,0,100,0,25.27,-0.19,3.66,0.17,-1.02,-2.89,8.896337778,0.106300556,0.639359444,0.008487222,168603696.8,3973620.045,11.09,-0.25,8.99,-0.61,1528.38,-50.01,2.5303,-0.00775,79.68025167,-2.652345476,22.15511,-1.08413,20.48648,-0.98078,19.56522,-0.90378,18.82031,-0.87909,24.33,0.17,18087.8,122.93,74353.2,0,31.83887,1.66166,219.32,-0.05,2332.67,4.38,0.76807,-0.00299,1,1,1,0,201,9,0.3618,-0.02102,0.36124,-0.01523,4.63119,-0.010334286,0.499024286,-0.007735714,0.77054,-3.21949,702.8974,61.6206,49.76906,-0.82324,15230.85282,4882.98343,0,0,65,19603733,1
Comoros,80.2105,0.02251,35.90668,0.02622,39,-1.3,41.6,-1.3,44,-1.3,994,-26,459,-13,535,-13,55.8,-1.8,53.1,-1.8,50.2,-1.9,1264,-37,675,-18,589,-19,27.1,-0.6,652,-13,35,0,6.901644629,-0.358239371,-26.46728,3.22588,1.33784,0.05869,0.00072,3.00E-05,177.73091,19.97408,5.76344,0.4145,0.0031,0.00023,0,0,0,0,0,0,0,0,83.3,2.3,97.3,1.7,53,-1.59,3.19,0.08,1.7,-0.4,0.514043889,0.011205,0.389534444,0.004985556,437395.6642,18871.61191,6.27,-0.16,6.5,-0.31,89.55,-0.79,82.35459,2.79015,72.246208,10.544598,14.48957,-0.04173,14.3724,-0.04699,14.37903,-0.0446,14.0178,-0.06177,17.93,-0.23,33.36,-0.44,186.1,0,57.40175,0,66,0,0,0,0.75244,-0.00429,0,0,0,0,6,0,0.00021,0,0.00137,0.00014,4.515584,-0.0006,1.733418,5.20E-05,1.76078,-1.88167,439.4631,22.8783,25.43891,1.54922,3.67736,-1.99499,2,0.015873016,164,836774,1
Congo,73.59587,0.18905,20.36426,0.09569,32.2,1.1,35.9,1.1,39.3,1.1,6286,208,2795,105,3491,103,56.4,4.7,52.4,4.7,48.2,4.9,9202,865,5017,434,4185,431,19.2,-0.4,3391,-51,373,-2,8.54888,-0.09811,3.09917,1.43443,1636.84798,22.77367,0.00479,6.00E-05,77.53826,0.18762,978.91141,1.03451,0.00287,0.00001,28.91646,-0.11238,0.00008,-0.00001,54.18009,-4.41093,0.00016,-0.00001,47.7,0.7,65.3,0.8,69.97,-0.54,6.63,0.51,-1.33,5.73,0.681238333,0.004115,0.391825556,0.015646111,3665401.082,114319.1286,7.58,-0.54,8.09,0.53,132.63,-11.41,225.61845,-16.3224,42.31469833,-7.530211667,37.81017,0.95535,29.48397,0.21453,39.95645,0.72782,23.22098,0.11385,64.31,-0.04,21961,-15,34150,0,72.01092,0,198.8,0,2410.69,0,0.9651,-2.00E-05,1,0,1,0,22,2,0.02932,-0.02774,0.0116,-0.00599,6.944274286,3.921944286,6.316322857,3.919738571,-0.08689,4.71846,585.911,30.4645,61.31602,-45.78684,3366.08501,-949.16591,0,0,113,5970424,1
Democratic Republic of the Congo,35.67806,-0.16903,16.41666,-0.30897,59.4,-1.7,65.9,-1.7,72,-1.9,247117,-169,110564,-202,136553,33,91.3,-2.9,84.4,-2.8,77.2,-2.7,312418,-1927,170835,-776,141583,-1151,27.5,-0.5,105632,820,320,-1,11.9708,0.05713,0.6997,0.44406,35795.77515,157.85174,0.01579,7.00E-05,53.71257,-0.48025,5142.11927,-16.06581,0.00227,-0.00001,331.2424,-2.06093,0.00015,0,396.79017,-1.05712,0.00018,0,19.1,0.4,41.2,0.4,96.29,-0.09,13.45,-0.37,1.17,-1.21,0.602967778,0.00461,1.176326667,-0.004672778,52331909.8,2029105.139,17.1,0.27,20.01,2.17,84.62,2.3,871.51969,64.02555,64.72254571,19.02552238,37.44279,0.15993,31.57858,0.11464,33.72837,-0.10818,29.12979,0.10786,56.13,-0.49,127256.61,-1101.38,226705,0,50.46888,0,231,0,0,0,0.88025,-0.00016,0,0,1,0,93,6,0.07038,-0.03195,0.04564,0.00563,4.124621667,0.00248,1.410206667,0.000655,4.38453,-1.43659,1647.7601,25.2366,42.89067,-15.83342,1488.05357,-128.74131,0,0,15,99010212,1
Ethiopia,47.25398,1.41582,8.65204,0.30212,31.1,-1.2,36.6,-1.4,41.8,-1.6,135575,-1186,56139,-499,79436,-687,56.6,-2.6,50.9,-2.3,44.8,-2.1,185220,-3528,105959,-1930,79261,-1598,27.8,-0.9,105067,-169,140,-11,22.99519,-2.66171,0.21316,0.15859,6429.87109,10.17538,0.0057,1.00E-05,57.10362,2.84688,1579.47825,28.62177,0.0014,3.00E-05,571.77167,35.04679,0.00051,0.00003,1068.91769,34.38194,0.00095,0.00003,48,3.2,92.7,0.9,89.5,-0.23,7.49,-0.43,5.52,1.52,0.681543333,0.003497778,0.888415,-0.044265,76386422.53,2327268.388,5.48,-0.04,5.59,-0.24,41.33,1.92,80.76171,-1.08039,43.227188,-11.11297343,22.93779,-0.41541,21.80471,-0.4277,22.23134,-0.41005,20.87127,-0.43807,15.19,-0.06,17141.5,-73,112857.09,0.95,16.43027,0,121.47,-0.16,0,0,0.84876,-1.00E-04,1,0,1,0,1550,59,0.01442,0.00059,0.07526,-0.00197,6.082746,0.043696,0.727468,0.002524,8.36409,1.54794,28.0542,1.946,18.03204,-3.33872,2548.8,-761.5,0,0,11,123379925,1
Gabon,85.98402,0.33928,49.78482,0.29039,27.3,-0.9,31.2,-1,34.7,-1.2,1969,-66,857,-28,1112,-38,47.4,-1.7,43.2,-1.7,38.7,-1.6,2726,-101,1513,-53,1213,-48,19.9,-0.5,1267,-31,521,-4,2.02164,-0.00101,5.40453,-0.39056,1529.17002,-5.66616,0.00593,-3.00E-05,136.68682,16.37075,616.28236,42.62596,0.00239,0.00016,11.25911,0.41437,0.00004,0,23.8879,1.04588,0.00009,0,90.3,0.7,98,0.3,89.78,-0.3,6.13,-0.41,1.57,3.12,1.024054444,-0.232759444,0.143793889,-0.034633889,2224840.713,-438691.4137,7.84,-0.01,7.63,0.02,540.24,7.81,19.39663,3.97676,35.13701167,-2.468188333,32.86885,0.19283,26.28642,0.02871,29.56398,-0.03049,22.76377,-0.02263,91.37,-0.04,23542.48,-11.88,25767,0,61.66667,0,223.25,0,1741.23,-301.39,0.95295,-4.00E-05,0,0,1,0,6,1,0.03316,0.00129,0.01927,1.00E-05,5.43438,0.01689,5.148598333,0.019041667,3.92081,3.08289,585.91101,30.46455,59.44506,-0.1198,1553.13688,174.06606,0,0,146,2388993,0
Gambia,83.89902,0.58936,47.20141,0.15288,31.2,-0.8,35.8,-0.9,40.1,-1,3050,-62,1313,-26,1737,-36,56.3,-2,51.5,-1.9,46.4,-1.8,4380,-139,2434,-75,1946,-64,26.5,-0.7,2281,-43,158,-4,0.51414,-0.20337,11.54571,1.07186,96.9803,0.9319,0.00958,9.00E-05,46.54466,-1.74326,161.26391,-1.91835,0.01594,-0.00018,0,0,0,0,0,0,0,0,62.1,1.8,78.6,2.2,47.32,-0.77,3.24,0,3.51,-0.93,0.478178333,-0.014920556,0.667489444,-0.041496667,1122614.615,-1695.447591,4.18,-0.51,3.79,-0.47,27.98,-2.3,696.12976,4.97856,77.13316,5.179454,41.39889,-0.74366,39.10354,-0.75585,34.91114,-0.86792,34.41744,-0.84339,24.55,-0.56,248.4,-5.74,1012,0,41.70656,0,41.8,0,0,0,0.97928,-2.00E-05,0,0,0,0,24,0,0.0007,-2.00E-05,0.00321,-0.00021,7.598718,1.197302,1.90693,-1.066536,6.22205,-1.01284,50.0625,1.9107,41.57458,-7.32794,71.08331,19.14331,0,0,141,2705992,1
State of Palestine,97.58651,0.29708,98.15311,0.47352,12.5,-0.4,13.7,-0.4,14.8,-0.5,1977,-77,880,-35,1097,-42,17.2,-0.7,15.9,-0.6,14.4,-0.6,2301,-87,1281,-48,1020,-39,10,-0.3,1448,-51,0.53,-0.25,0.13985,-0.01464,13.45125602,1.29959558,13351.30417,29.35105372,0.015754863,0.000137158,90.99487346,10.2055422,5019.632629,183.4579999,0.006774098,0.000188415,1823.06706,3.64019623,0.002456776,-1.64E-07,2076.119175,6.885213552,0.002806776,8.31E-06,100,0,100,0,13.86,1.13,2.75,0.2,-0.79,0.19,0.817466111,0.039193889,0.258312778,0.015954444,4072141.318,287421.4387,11.24,-0.05,11.23,-0.32,362.34,-4.49,1902.89583,-128.61018,86.146052,16.007162,31.34066,0.31132,30.8191,0.30029,28.89125,0.24508,28.49674,0.24607,1.68,0,10.14,0,602,0,20.93278,0.2233,126.1858757,0.199265537,0,0,0.89718,-1.00E-05,0,0,0,0,16,3,0.01267,-0.00023,0.04165,0.00146,7.75824,0.001926,4.217258,0.003492,1.36269,0.13561,1,0,63.03896429,-1.338907967,131.87998,-119.74841,24,0.19047619,121,5250072,0
